Client,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sex_M,has_Count_SA,has_Count_MF,has_Count_CL,avgBal_SA,avgBal_MF,avgBal_CL,has_TransactionsCred,has_TransactionsCred_CA,has_TransactionsCred_nonCA,has_TransactionsDeb,has_TransactionsDeb_nonCA,has_TransactionsDebCash,has_TransactionsDebCashless,has_PaymentOrder,avg_VolumeCred,avg_VolumeCred_CA,avg_VolumeDeb,avg_VolumeDeb_CA,avg_VolumeDebCash,avg_VolumeDebCashless,avg_VolumeDeb_PaymentOrder,VolumeCred_nonCA,VolumeDeb_nonCA,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
638,1,31,1,0.0,0.0,1.0,0.0,0.0,89.25,0.0,0.0,0.0,0.0,0.0,592.8282142857142,592.8282142857142,2,2,885.9785714285715,885.9785714285715,535.7142857142857,140.72857142857143,23.642857142857142,9,9,1,4,1,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,296.4141071428571,296.4141071428571,98.4420634920635,98.4420634920635,535.7142857142857,35.18214285714286,23.642857142857142,0.0,0.0,0,0,0,0.0,0.0,0.0
711,26,150,1,0.0,0.0,0.0,0.0,0.0,111.12678571428572,0.0,0.0,0.0,0.0,0.0,396.0735714285714,396.0735714285714,3,3,704.9428571428572,704.9428571428572,0.0,369.70714285714286,0.0,4,4,0,1,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,132.0245238095238,132.0245238095238,176.2357142857143,176.2357142857143,0.0,369.70714285714286,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1294,51,172,1,0.0,0.0,1.0,0.0,0.0,980.1721428571428,0.0,0.0,0.0,0.0,0.0,2710.3742857142856,2025.5142857142857,18,14,2680.3139285714283,2096.942857142857,1321.4285714285713,47.51142857142857,39.285714285714285,22,13,3,2,2,0,0,0,0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,150.5763492063492,144.6795918367347,121.83245129870129,161.3032967032967,440.4761904761904,23.755714285714284,19.642857142857142,684.8599999999999,583.3710714285712,0,0,0,0.0,0.0,0.0
736,74,233,1,0.0,0.0,0.0,0.0,0.0,285.7142857142857,0.0,0.0,0.0,0.0,0.0,3392.118214285714,3392.118214285714,4,4,4963.694285714286,4963.694285714286,1607.142857142857,1889.9764285714284,1272.642857142857,48,48,5,26,13,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,848.0295535714286,848.0295535714286,103.41029761904763,103.41029761904763,321.42857142857144,72.6914010989011,97.8956043956044,0.0,0.0,0,0,0,0.0,0.0,0.0
1258,63,48,1,1.0,7.0,1.0,0.0,0.0,147.04892857142858,357.92214285714283,0.0,0.0,0.0,0.0,682.8703571428571,669.5614285714286,16,12,1148.0271428571427,996.717857142857,428.57142857142856,0.0,554.8403571428572,20,15,4,0,8,1,1,1,0,357.92214285714283,0.0,0.0,1,1,1,1,1,1,0,1,42.67939732142857,55.79678571428571,57.40135714285714,66.44785714285713,107.14285714285714,0.0,69.35504464285715,13.30892857142851,151.3092857142857,1,0,0,0.1467857142857143,0.0,0.0
1364,39,63,1,1.0,0.0,1.0,0.0,0.0,0.0,4846.536428571429,0.0,260.86357142857145,0.0,0.0,1168.9903571428572,1002.0071428571429,10,7,1517.7471428571428,1517.7471428571428,35.714285714285715,547.0328571428571,931.1785714285714,31,31,1,11,18,0,1,0,0,4846.536428571429,0.0,0.0,1,1,1,1,0,1,1,1,116.89903571428572,143.1438775510204,48.95958525345622,48.95958525345622,35.714285714285715,49.73025974025973,51.73214285714286,166.98321428571433,0.0,0,1,1,0.0,14.285714285714286,22.703928571428573
684,43,165,1,2.0,3.0,0.0,0.0,0.0,20.96642857142857,12881.371071428572,20469.94,0.0,0.0,0.0,1505.4192857142857,1499.402857142857,3,2,699.3153571428572,699.3153571428572,285.7142857142857,281.4582142857143,132.14285714285714,13,13,1,10,2,1,1,1,0,6440.685535714286,6823.313333333333,0.0,1,1,1,1,0,1,1,1,501.80642857142857,749.7014285714286,53.79348901098902,53.79348901098902,285.7142857142857,28.14582142857143,66.07142857142857,6.016428571428605,0.0,0,0,0,0.0,0.0,0.0
722,26,83,1,1.0,6.0,0.0,0.0,0.0,4933.748928571428,465.5371428571429,1942.857142857143,0.0,0.0,0.0,334.5671428571428,0.0075,3,1,429.67857142857144,429.67857142857144,428.57142857142856,0.0,0.0,3,3,1,0,0,0,1,1,0,465.5371428571429,323.8095238095238,0.0,1,1,1,1,0,1,0,0,111.52238095238094,0.0075,143.22619047619048,143.22619047619048,428.57142857142856,0.0,0.0,334.5596428571428,0.0,0,0,0,0.0,0.0,0.0
189,16,22,2,0.0,0.0,0.0,0.0,1.0,18245.913214285716,0.0,0.0,0.0,0.0,6001.416785714287,199.84357142857144,110.71464285714286,3,2,113.28571428571429,106.25,0.0,0.0,0.0,4,2,0,0,0,1,0,0,1,0.0,0.0,6001.416785714287,1,1,1,1,1,0,0,0,66.61452380952382,55.35732142857143,28.321428571428573,53.125,0.0,0.0,0.0,89.12892857142857,7.035714285714292,0,0,0,0.0,0.0,0.0
636,51,82,1,1.0,0.0,0.0,1.0,0.0,2623.8264285714286,2457.837142857143,0.0,0.0,-7.738214285714285,0.0,1271.5389285714284,1265.9717857142857,9,4,1385.417857142857,1383.060714285714,0.0,64.60714285714286,560.3571428571429,13,9,0,3,2,1,1,0,0,2457.837142857143,0.0,0.0,1,1,1,1,1,0,1,1,141.28210317460315,316.49294642857143,106.57060439560438,153.67341269841268,0.0,21.53571428571429,280.17857142857144,5.567142857142699,2.3571428571428896,0,0,0,0.0,0.0,0.0
1600,44,200,1,1.0,0.0,1.0,0.0,0.0,243.63107142857143,7280.285714285715,0.0,0.0,0.0,0.0,3211.069285714286,1624.5657142857142,16,4,3235.036071428571,1610.4714285714285,464.2857142857143,142.98285714285714,71.42857142857143,14,11,2,2,1,0,1,0,0,7280.285714285715,0.0,0.0,1,1,1,1,1,1,1,1,200.69183035714286,406.14142857142855,231.0740051020408,146.4064935064935,232.14285714285714,71.49142857142857,71.42857142857143,1586.5035714285716,1624.5646428571426,0,1,1,0.0,3.9285714285714284,9.214285714285714
1236,24,151,1,1.0,0.0,0.0,0.0,0.0,2278.614642857143,0.0,0.0,0.0,0.0,0.0,7.895714285714286,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,7.895714285714286,0.0,0.0,0.0,0.0,0.0,0.0,7.895714285714286,0.0,0,0,0,0.0,0.0,0.0
1523,42,111,1,0.0,0.0,0.0,0.0,0.0,3248.6817857142855,0.0,0.0,0.0,0.0,0.0,1555.075,1555.075,6,6,1554.3964285714285,1554.3964285714285,0.0,0.0,1086.607142857143,11,11,0,0,8,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,259.1791666666667,259.1791666666667,141.30876623376622,141.30876623376622,0.0,0.0,135.82589285714286,0.0,0.0,0,0,0,0.0,0.0,0.0
264,48,109,1,0.0,0.0,0.0,0.0,0.0,4483.517142857143,0.0,0.0,0.0,0.0,0.0,1071.5267857142858,1071.5267857142858,2,2,1324.642857142857,1324.642857142857,250.0,0.0,1071.4285714285713,4,4,1,0,1,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,535.7633928571429,535.7633928571429,331.1607142857143,331.1607142857143,250.0,0.0,1071.4285714285713,0.0,0.0,0,0,0,0.0,0.0,0.0
346,52,71,1,0.0,0.0,1.0,0.0,0.0,248.77142857142857,0.0,0.0,468.0807142857143,0.0,0.0,800.4735714285714,800.4735714285714,5,5,1951.5357142857142,1951.5357142857142,178.57142857142858,127.78571428571429,1641.6785714285713,20,20,1,6,12,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,160.09471428571428,160.09471428571428,97.5767857142857,97.5767857142857,178.57142857142858,21.297619047619047,136.80654761904762,0.0,0.0,0,0,0,0.0,0.0,0.0
904,23,152,1,0.0,0.0,0.0,0.0,0.0,3758.344285714286,0.0,0.0,0.0,0.0,0.0,0.007857142857142858,0.007857142857142858,1,1,654.5985714285714,654.5985714285714,235.71428571428572,302.9557142857143,113.75,14,14,1,9,3,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,0.007857142857142858,0.007857142857142858,46.75704081632653,46.75704081632653,235.71428571428572,33.661746031746034,37.916666666666664,0.0,0.0,0,0,1,0.0,0.0,8.321428571428571
1361,64,10,1,0.0,0.0,0.0,0.0,0.0,2869.156071428571,0.0,0.0,0.0,0.0,0.0,0.004285714285714286,0.004285714285714286,1,1,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0.004285714285714286,0.004285714285714286,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
542,24,25,1,0.0,0.0,1.0,0.0,0.0,1525.1414285714286,0.0,0.0,0.0,0.0,0.0,178.5732142857143,178.5732142857143,2,2,218.24178571428573,218.24178571428573,28.571428571428573,90.06321428571428,99.60714285714286,20,20,4,14,2,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,89.28660714285715,89.28660714285715,10.912089285714286,10.912089285714286,7.142857142857143,6.433086734693878,49.80357142857143,0.0,0.0,0,1,1,0.0,1.7857142857142858,20.214285714285715
131,47,92,1,0.0,0.0,0.0,0.0,0.0,898.485,0.0,0.0,0.0,0.0,0.0,23.214285714285715,23.214285714285715,1,1,24.321428571428573,24.321428571428573,0.0,0.0,22.142857142857142,3,3,0,0,2,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,23.214285714285715,23.214285714285715,8.107142857142858,8.107142857142858,0.0,0.0,11.071428571428571,0.0,0.0,1,1,0,3.1389285714285715,4.642857142857143,0.0
584,35,232,1,1.0,0.0,1.0,0.0,0.0,2538.386785714286,5734.547142857143,0.0,0.0,0.0,0.0,1007.1478571428571,1007.1475,6,5,1474.9210714285714,1474.9210714285714,0.0,428.2889285714286,558.6785714285714,39,39,0,21,15,1,1,0,0,5734.547142857143,0.0,0.0,1,1,1,1,0,0,1,1,167.8579761904762,201.42950000000002,37.81848901098901,37.81848901098901,0.0,20.394710884353742,37.24523809523809,0.00035714285706944793,0.0,0,0,1,0.0,0.0,8.75
755,34,55,1,0.0,11.0,0.0,0.0,0.0,590.4103571428572,0.0,2165.822857142857,0.0,0.0,0.0,619.9271428571428,619.9271428571428,2,2,607.75,607.75,107.14285714285714,0.0,138.71428571428572,6,6,1,0,3,1,0,1,0,0.0,196.89298701298702,0.0,1,1,0,1,0,1,0,1,309.9635714285714,309.9635714285714,101.29166666666667,101.29166666666667,107.14285714285714,0.0,46.23809523809524,0.0,0.0,0,0,0,0.0,0.0,0.0
287,32,104,1,0.0,0.0,0.0,0.0,0.0,1681.3917857142858,0.0,0.0,0.0,0.0,0.0,541.4475,541.4475,5,5,471.84785714285715,471.84785714285715,0.0,173.45464285714283,296.96464285714285,24,24,0,20,3,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,1,1,108.2895,108.2895,19.66032738095238,19.66032738095238,0.0,8.672732142857141,98.98821428571428,0.0,0.0,1,0,0,18.486785714285713,0.0,0.0
1298,26,176,3,0.0,0.0,0.0,0.0,1.0,40.69714285714286,0.0,0.0,0.0,0.0,639.8746428571429,6628.4825,178.5717857142857,4,2,12878.482142857143,21.339285714285715,0.0,0.0,0.0,6,1,0,0,0,0,0,0,1,0.0,0.0,639.8746428571429,1,1,1,1,1,0,0,0,1657.120625,89.28589285714285,2146.4136904761904,21.339285714285715,0.0,0.0,0.0,6449.910714285715,12857.142857142857,0,0,1,0.0,0.0,25.243214285714284
1492,56,200,1,0.0,2.0,0.0,0.0,0.0,6.057857142857143,0.0,9021.25107142857,0.0,0.0,0.0,482.64464285714286,482.64464285714286,2,2,552.3214285714286,552.3214285714286,410.7142857142857,0.0,138.57142857142858,8,8,2,0,5,1,0,1,0,0.0,4510.625535714285,0.0,1,1,0,1,0,1,0,1,241.32232142857143,241.32232142857143,69.04017857142857,69.04017857142857,205.35714285714286,0.0,27.714285714285715,0.0,0.0,1,0,0,0.8155357142857144,0.0,0.0
40,27,33,1,0.0,0.0,0.0,0.0,0.0,871.7367857142857,0.0,0.0,0.0,0.0,0.0,0.0010714285714285715,0.0010714285714285715,1,1,18.035714285714285,18.035714285714285,0.0,0.0,18.035714285714285,1,1,0,0,1,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0.0010714285714285715,0.0010714285714285715,18.035714285714285,18.035714285714285,0.0,0.0,18.035714285714285,0.0,0.0,0,0,0,0.0,0.0,0.0
1413,31,52,1,1.0,0.0,0.0,0.0,0.0,237.29607142857142,56187.43392857142,0.0,0.0,0.0,0.0,6.4332142857142856,0.004642857142857143,2,1,143.16892857142858,143.16892857142858,0.0,122.91892857142857,20.25,15,15,0,14,1,1,1,0,0,56187.43392857142,0.0,0.0,1,1,1,1,0,0,1,1,3.2166071428571428,0.004642857142857143,9.544595238095239,9.544595238095239,0.0,8.779923469387755,20.25,6.428571428571429,0.0,1,1,0,1.676607142857143,6.964285714285714,0.0
1191,69,46,1,1.0,0.0,0.0,1.0,0.0,907.0853571428571,638.6628571428572,0.0,0.0,283.8092857142857,0.0,797.8167857142856,729.4671428571429,7,2,409.9132142857143,389.2264285714286,300.0,0.0,39.785714285714285,19,14,7,0,3,1,1,0,0,638.6628571428572,0.0,0.0,1,1,1,1,1,1,0,1,113.97382653061223,364.73357142857145,21.57437969924812,27.80188775510204,42.857142857142854,0.0,13.261904761904761,68.34964285714273,20.68678571428569,0,1,1,0.0,0.21428571428571427,18.382857142857144
66,62,91,1,1.0,1.0,0.0,1.0,0.0,101.32392857142858,4104.848928571429,0.0,0.0,671.9992857142857,0.0,2135.977142857143,0.017857142857142856,9,1,12005.129642857142,9965.385714285714,0.0,962.9582142857143,0.0,23,5,0,14,0,1,1,1,0,4104.848928571429,0.0,0.0,1,1,1,1,1,0,1,0,237.33079365079368,0.017857142857142856,521.9621583850932,1993.077142857143,0.0,68.78272959183674,0.0,2135.9592857142857,2039.7439285714281,0,0,0,0.0,0.0,0.0
1590,50,52,1,0.0,0.0,0.0,0.0,0.0,2622.9874999999997,0.0,0.0,0.0,0.0,0.0,17970.20392857143,17970.20392857143,28,28,24382.802857142855,24382.802857142855,2777.4285714285716,3635.7014285714286,17947.39285714286,83,83,6,59,14,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,641.7929974489797,641.7929974489797,293.76870912220306,293.76870912220306,462.9047619047619,61.62205811138014,1281.9566326530614,0.0,0.0,0,0,1,0.0,0.0,4.607142857142857
1023,49,150,1,0.0,0.0,0.0,0.0,0.0,2916.7925,0.0,0.0,0.0,0.0,0.0,357.1489285714286,357.1489285714286,2,2,869.0296428571429,869.0296428571429,232.14285714285714,184.99392857142857,448.39285714285717,24,24,2,11,10,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,178.5744642857143,178.5744642857143,36.20956845238096,36.20956845238096,116.07142857142857,16.81762987012987,44.839285714285715,0.0,0.0,0,0,0,0.0,0.0,0.0
518,52,115,1,0.0,0.0,0.0,0.0,0.0,1704.7117857142857,0.0,0.0,0.0,0.0,0.0,535.7164285714285,535.7164285714285,3,3,556.3642857142858,556.3642857142858,125.0,358.04285714285714,41.67857142857143,14,14,2,7,2,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,178.57214285714284,178.57214285714284,39.740306122448985,39.740306122448985,62.5,51.148979591836735,20.839285714285715,0.0,0.0,0,1,1,0.0,4.928571428571429,12.208214285714286
291,72,12,2,0.0,0.0,0.0,0.0,0.0,805.28,0.0,0.0,0.0,0.0,0.0,690.0385714285715,690.0385714285715,3,3,771.9642857142857,771.9642857142857,0.0,0.0,768.5714285714286,6,6,0,0,5,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,230.01285714285714,230.01285714285714,128.66071428571428,128.66071428571428,0.0,0.0,153.71428571428572,0.0,0.0,0,1,0,0.0,6.607142857142857,0.0
771,6,66,1,0.0,2.0,0.0,0.0,0.0,17.625714285714285,0.0,0.0,0.0,0.0,0.0,402.86678571428575,402.86678571428575,2,2,348.14285714285717,348.14285714285717,196.42857142857142,0.0,149.10714285714286,5,5,1,0,3,0,0,1,0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,201.43339285714288,201.43339285714288,69.62857142857143,69.62857142857143,196.42857142857142,0.0,49.702380952380956,0.0,0.0,0,0,0,0.0,0.0,0.0
415,57,177,1,0.0,0.0,0.0,0.0,0.0,1188.3842857142859,0.0,0.0,0.0,0.0,0.0,107.1432142857143,107.1432142857143,2,2,26.82857142857143,26.82857142857143,14.285714285714286,12.542857142857143,0.0,10,10,2,8,0,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,0,53.57160714285715,53.57160714285715,2.682857142857143,2.682857142857143,7.142857142857143,1.5678571428571428,0.0,0.0,0.0,0,1,1,0.0,16.428571428571427,27.2575
69,41,17,1,0.0,0.0,0.0,0.0,0.0,1909.81,0.0,0.0,0.0,0.0,0.0,3851.0192857142856,3851.0192857142856,3,3,988.4967857142857,988.4967857142857,135.71428571428572,199.08214285714286,653.7003571428571,21,21,2,10,9,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,1283.6730952380951,1283.6730952380951,47.07127551020408,47.07127551020408,67.85714285714286,19.908214285714287,72.63337301587302,0.0,0.0,1,0,0,42.71660714285714,0.0,0.0
1601,22,139,1,1.0,6.0,0.0,0.0,0.0,0.7253571428571428,12657.74,44575.35214285715,0.0,0.0,0.0,2021.48,2021.4467857142859,6,5,1024.7910714285715,1024.7910714285715,0.0,289.71964285714284,731.6785714285714,12,12,0,7,4,1,1,1,0,12657.74,7429.225357142858,0.0,1,1,1,1,0,0,1,1,336.91333333333336,404.28935714285717,85.39925595238095,85.39925595238095,0.0,41.38852040816327,182.91964285714286,0.03321428571416618,0.0,0,0,0,0.0,0.0,0.0
580,57,40,1,1.0,7.0,0.0,0.0,0.0,4.025357142857143,16272.202142857142,2510.752857142857,0.0,0.0,0.0,330.72357142857146,330.7232142857143,5,4,129.82142857142858,129.82142857142858,0.0,28.571428571428573,101.03571428571429,4,4,0,2,1,0,1,1,0,16272.202142857142,358.6789795918367,0.0,1,1,1,1,0,0,1,1,66.14471428571429,82.68080357142857,32.455357142857146,32.455357142857146,0.0,14.285714285714286,101.03571428571429,0.00035714285718313477,0.0,0,0,0,0.0,0.0,0.0
1505,60,176,1,3.0,0.0,1.0,1.0,0.0,73.135,3287.6585714285716,0.0,490.53035714285716,382.625,0.0,284.55357142857144,273.7010714285714,7,2,727.4642857142857,725.1071428571429,571.4285714285714,32.035714285714285,116.85714285714286,16,12,3,1,6,1,1,0,0,1095.8861904761904,0.0,0.0,1,1,1,1,1,1,1,1,40.650510204081634,136.8505357142857,45.466517857142854,60.42559523809524,190.47619047619048,32.035714285714285,19.476190476190478,10.85250000000002,2.357142857142776,0,1,0,0.0,0.21428571428571427,0.0
924,30,135,1,0.0,0.0,1.0,1.0,0.0,341.5514285714286,0.0,0.0,0.0,460.0892857142857,0.0,68371.54214285714,66908.95107142857,10,3,64608.361428571436,64178.18535714286,0.0,425.67607142857145,61955.10392857143,45,21,0,20,16,0,0,0,0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,6837.154214285714,22302.98369047619,1435.7413650793653,3056.1040646258502,0.0,21.28380357142857,3872.1939955357143,1462.591071428571,430.1760714285774,0,1,0,0.0,25.040357142857143,0.0
880,49,64,1,0.0,0.0,0.0,0.0,0.0,70.54857142857142,0.0,0.0,0.0,0.0,0.0,8.143214285714285,8.143214285714285,2,2,42.42857142857143,42.42857142857143,17.857142857142858,24.571428571428573,0.0,9,9,2,7,0,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,0,4.071607142857142,4.071607142857142,4.714285714285714,4.714285714285714,8.928571428571429,3.5102040816326534,0.0,0.0,0.0,1,0,0,1.2494642857142857,0.0,0.0
993,19,38,1,1.0,3.0,0.0,0.0,0.0,2.045,5401.167142857143,0.0,0.0,0.0,0.0,2443.7292857142857,2437.029285714286,7,6,3551.0107142857146,3551.0107142857146,0.0,438.80321428571426,3108.8146428571426,25,25,0,12,12,0,1,1,0,5401.167142857143,0.0,0.0,1,1,1,1,0,0,1,1,349.1041836734694,406.17154761904766,142.04042857142858,142.04042857142858,0.0,36.56693452380952,259.0678869047619,6.699999999999818,0.0,1,0,0,0.27464285714285713,0.0,0.0
718,2,13,1,0.0,0.0,1.0,0.0,1.0,273.42857142857144,0.0,0.0,215.49,0.0,1057.9571428571428,1075.4146428571428,826.0521428571428,13,10,873.9603571428571,826.0521428571428,382.14285714285717,0.0,35.714285714285715,24,15,3,0,1,0,0,0,1,0.0,0.0,1057.9571428571428,1,1,1,1,1,1,0,1,82.7242032967033,82.60521428571428,36.41501488095238,55.070142857142855,127.3809523809524,0.0,35.714285714285715,249.36249999999995,47.90821428571428,1,0,0,8.301785714285714,0.0,0.0
680,37,26,1,0.0,0.0,0.0,0.0,0.0,0.5064285714285715,0.0,0.0,0.0,0.0,0.0,607.3932142857142,607.3932142857142,2,2,166.96428571428572,166.96428571428572,142.85714285714286,0.0,21.428571428571427,5,5,2,0,1,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,303.6966071428571,303.6966071428571,33.392857142857146,33.392857142857146,71.42857142857143,0.0,21.428571428571427,0.0,0.0,0,0,0,0.0,0.0,0.0
935,46,49,1,0.0,0.0,1.0,0.0,0.0,2430.9746428571425,0.0,0.0,0.0,0.0,0.0,957.4142857142857,643.4035714285714,13,11,977.4142857142857,643.4035714285714,171.42857142857142,0.0,153.71428571428572,21,11,3,0,5,0,0,0,0,0.0,0.0,0.0,1,1,1,1,1,1,0,1,73.64725274725275,58.49123376623376,46.54353741496599,58.49123376623376,57.14285714285714,0.0,30.742857142857144,314.01071428571436,334.01071428571436,1,0,0,2.3448214285714286,0.0,0.0
1035,32,145,3,1.0,1.0,0.0,0.0,0.0,104.60178571428571,4644.8207142857145,15094.395,0.0,0.0,0.0,923.1692857142858,922.0932142857143,4,3,342.67857142857144,342.67857142857144,178.57142857142858,0.0,159.5,7,7,1,0,5,0,1,1,0,4644.8207142857145,15094.395,0.0,1,1,1,1,0,1,0,1,230.79232142857146,307.3644047619048,48.954081632653065,48.954081632653065,178.57142857142858,0.0,31.9,1.0760714285714812,0.0,0,0,1,0.0,0.0,15.678571428571429
568,42,151,1,0.0,0.0,0.0,1.0,0.0,809.9760714285715,0.0,0.0,0.0,325.6457142857143,0.0,18.299285714285713,0.0010714285714285715,4,1,5.928571428571429,3.5714285714285716,0.0,0.0,0.0,6,2,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,4.574821428571428,0.0010714285714285715,0.9880952380952381,1.7857142857142858,0.0,0.0,0.0,18.298214285714284,2.357142857142857,0,1,0,0.0,5.356071428571428,0.0
1293,31,151,1,1.0,0.0,1.0,0.0,0.0,465.5467857142857,257.125,0.0,0.0,0.0,0.0,16961.991071428572,15080.345,22,14,17111.047142857144,15266.059285714286,185.71428571428572,0.0,13195.82142857143,23,15,1,0,5,0,1,0,0,257.125,0.0,0.0,1,1,1,1,1,1,0,1,770.9995941558442,1077.1675,743.9585714285714,1017.7372857142857,185.71428571428572,0.0,2639.164285714286,1881.6460714285731,1844.987857142858,0,1,1,0.0,89.76107142857143,11.546071428571429
492,24,139,1,0.0,0.0,0.0,1.0,0.0,8846.825714285715,0.0,0.0,0.0,0.4642857142857143,0.0,520.0707142857143,490.2910714285714,8,3,1111.1189285714286,966.0689285714286,278.57142857142856,0.0,663.9285714285714,34,25,11,0,6,0,0,0,0,0.0,0.0,0.0,1,1,1,1,1,1,0,1,65.00883928571429,163.43035714285713,32.67996848739496,38.64275714285714,25.324675324675322,0.0,110.65476190476191,29.779642857142903,145.04999999999995,0,1,1,0.0,13.214285714285714,1.0714285714285714
1078,27,169,1,0.0,0.0,0.0,0.0,0.0,111.17321428571428,0.0,0.0,0.0,0.0,0.0,690.9242857142857,690.9242857142857,3,3,699.967857142857,699.967857142857,209.82,327.11678571428575,151.78571428571428,50,50,10,29,1,0,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,230.30809523809523,230.30809523809523,13.999357142857141,13.999357142857141,20.982,11.279889162561577,151.78571428571428,0.0,0.0,0,0,1,0.0,0.0,9.285714285714286
486,43,195,2,0.0,0.0,0.0,0.0,0.0,1815.5228571428572,0.0,0.0,0.0,0.0,0.0,0.06535714285714286,0.06535714285714286,1,1,5.535714285714286,5.535714285714286,0.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0.06535714285714286,0.06535714285714286,5.535714285714286,5.535714285714286,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1213,36,152,1,0.0,0.0,1.0,0.0,0.0,1615.3417857142856,0.0,0.0,0.0,0.0,0.0,2035.0546428571429,2035.0546428571429,11,11,1494.7142857142858,1494.7142857142858,1285.7142857142858,0.0,204.96428571428572,17,17,8,0,5,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,185.00496753246753,185.00496753246753,87.92436974789916,87.92436974789916,160.71428571428572,0.0,40.99285714285715,0.0,0.0,0,1,0,0.0,2.392857142857143,0.0
1573,69,181,1,1.0,0.0,1.0,1.0,0.0,0.7410714285714286,2089.9389285714287,0.0,0.0,274.74285714285713,0.0,3912.39,1822.7685714285712,22,10,2271.4657142857145,1227.4139285714284,125.0,256.83892857142854,806.0357142857143,46,19,6,18,8,0,1,0,0,2089.9389285714287,0.0,0.0,1,1,1,1,1,1,1,1,177.8359090909091,182.27685714285712,49.37968944099379,64.60073308270675,20.833333333333332,14.268829365079363,100.75446428571429,2089.6214285714286,1044.051785714286,0,1,0,0.0,5.142857142857143,0.0
735,23,53,1,0.0,0.0,0.0,0.0,0.0,188.99464285714288,0.0,0.0,0.0,0.0,0.0,326.2867857142857,326.2867857142857,6,6,339.9357142857143,339.9357142857143,214.28571428571428,104.75714285714285,16.5,20,20,6,8,1,1,0,0,0,0.0,0.0,0.0,1,1,0,1,0,1,1,1,54.38113095238095,54.38113095238095,16.996785714285714,16.996785714285714,35.714285714285715,13.094642857142857,16.5,0.0,0.0,1,0,0,4.37375,0.0,0.0
930,26,117,1,2.0,0.0,0.0,0.0,0.0,849.1971428571429,4113.770357142857,0.0,0.0,0.0,0.0,1.6575,0.029285714285714283,2,1,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,2056.8851785714287,0.0,0.0,1,1,1,1,0,0,0,0,0.82875,0.029285714285714283,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1.6282142857142856,0.0,0,0,0,0.0,0.0,0.0
